id,texto
444,3081 - CÂMARA - criação da Semana do Cuidar
445,"3079 -  Crédito adicional especial - R$ 32.188,61 - educação"
446,"3078 -  Crédito adicional especial - R$ 2.921.646,02 - saúde"
447,"3078 -  Crédito adicional especial - R$ 2.921.646,02 - saúde"
448,3077 -  Diretrizes Orçamentárias Municipio  - LDO 2025
449,"3080-  Crédito adicional especial - R$ 116.996,39 - educação"
450,3075 - CÃMARA - plataforma digital informativa das obras publicas
451,3076 - CÂMARA - inserção de mensagem informativa na contracapa do iptu sobre isencão
452,3071 - CÂMARA - Implantação do programa integrado de sáude e higiente nas escolas municipais
453,3074 - CÂMARA - revoga Lei 2411 de 2020
454,3073 - CÃMARA - institui nas maternidades e estabelecimantos hospitalares - libra
455,3072 - CÃMARA - dia municipal do outdoor
456,3067 -  Reorgania e reestrutura o conselho municipal de turismo - COMTUR - revoga lei 1275
457,3068 -  Autoriza desembolsar valores para custeio da delegação avareense dos 66º jogos regionais 2024 - sede itapetininga
458,3070 - CÂMARA - campanha cartela amiga
459,3069 - CÂMARA - Programa emprego 60+
460,3066 - CÂMARA -
461,"3063 -  Crédito adicional especial - R$132.475,20 - planejamento"
462,"3062 -  Crédito adicional especial - R$35.512,81 - cultura"
463,"3065 -  Crédito adicional especial - R$30.760,33 - sec mulher"
464,"3061 -  Crédito adicional especial - R$13.000,00 - turismo"
465,"3064 -  Crédito adicional especial - R$140.000,00 - meio ambiente"
466,3060 - CÂMARA
467,3057 - CÂMARA
468,3056 - CÂMARA
469,3059 - CÂMARA
470,3058 - CÂMARA
471,"3055 -  Fixação de subsídio de prefeito, vice-prefeito, secretarios e chefe de gabinete"
472,"3054 -  Crédito adicional especial - R$25.000,00 - agricultura"
473,"3050 -  Crédito adicional especial - R$ 1.971.654,48 - saúde"
474,"3053 -  Crédito adicional especial - R$ 26.454,35 - semads"
475,"3052 -  Crédito adicional especial - R$ 506.610,40 - cultura"
476,"3051 -  Crédito adicional suplementar - R$ 3.433.077,29 - saúde"
477,3048 -  Dia do Profissional da Indústria Textil
478,3049 - CÂMARA - Dia Municipal dos Veteranos das Forças de Segurança
479,"3046 -  Crédito adicional suplementar - R$ 8.452,29 - educação"
480,"3045 -  Crédito adicional especial - R$168.677,75 - saúde"
481,"3044 -  Crédito adicional especial - R$ 117.929,64 - saúde"
482,"3047 -  Crédito adicional especial - R$ 538.914,22 - saúde"
483,"3043 -  Crédito adicional especial - R$ 438.955,10 - educação"
484,"3042 -  Crédito adicinal especial - R$ 4.737,86 - planejamento"
485,3041-  Alteração do art. 1º da lei 2738 - sitio sta barbara
486,3040 - CÂMARA -
487,"3039 -  Crédito adicinal especial - R$ 1.514.568,00 - saude"
488,3038 - CÂMARA -
489,3037 -  Revogação da Lei 2329  que autoriza desafetar áreas de terras à Associação Amigo Solidário
490,3036 - CÂMARA - Revogação da Lei 2.958 - que reconhecia ADI como professor
491,"3029 -  Crédito adicinal especial - R$ 110.255,90 - educação"
492,3025 -  Institui a Politica Municipal pela Primeira Infancia
493,"3032 -  Crédito adicinal especial - R$ 1.384.780,00 - planejamento"
494,"3028 -  Crédito adicinal suplementar - R$ 6.750,58 - educação"
495,"3035 -  Crédito adicinal suplementar - R$ 89.678,05 - semads"
496,334 - Cria cargo - Chefe de Departamento - Educação
497,"3031 -  Crédito adicinal especial - R$ 300.000,00 - planejamento"
498,"3027 -  Crédito adicinal especial - R$ 5.390,32 - Semads"
499,"3034 -  Crédito adicinal especial - R$ 841.847,31 - educação"
500,"3030 -  Crédito adicinal especial - R$ 432,28 - agricultura"
501,"3026 -  Crédito adicinal especial - R$ 1.637,33 - Semads"
502,"3033 -  Crédito adicinal especial - R$ 1.655.531,32 - serviços"
503,"3023 -  Crédito Adicional Especial -392,39 - semads"
504,"3019 -  Crédito Adicional Especial -1262,45 - semads"
505,"3015 -  Crédito Adicional Especial - 2.174,36 - planejamento"
506,"3022 -  Crédito Adicional Especial -156.796,19 - semads"
507,"3018 -  Crédito Adicional Especial - 939,80 - semads"
508,3014 -  Inclui área da matricula 88222 no perímetro urbano
509,"3021 -  Crédito Adicional Especial -146,88 - semads"
510,"3017 -  Crédito Adicional Especial - 20.087,46 - semads"
511,"3024 -  Crédito Adicional Especial -60.000,00 - turismo"
512,"3020 -  Crédito Adicional Especial -156.796,19 - semads"
513,3013 - CÂMARA
514,"3016 -  Crédito Adicional Especial - 27.128,82 - semads"
515,3012 - CÂMARA
516,"2996 -  Crédito Adicional Especial - 2.265.795,15 - fumboar"
517,"3003 -  Crédito Adicional Especial -9.148,70 - semads"
518,"3010 -  Crédito Adicional Especial -50.369,34 - saúde"
519,"2999 -  Crédito Adicional Especial - 500.759,86 - semads"
520,"3006 -  Crédito Adicional Especial -34.123,80 - semads"
521,"3002 -  Crédito Adicional Especial -114.289,99 - semads"
522,"3009 -  Crédito Adicional Especial -20.682.628,68 - saúde"
523,"2998 -  Crédito Adicional Especial - 56.177,95 -assuntos juridicos"
524,"3005 -  Crédito Adicional Especial -1.533.394,44 - semads"
525,"3001 -  Crédito Adicional Especial -137.641,80 - semads"
526,"3008 -  Crédito Adicional Especial -166.936,70 - semads"
527,"2997 -  Crédito Adicional Especial - 1.522.890,50 - meio ambiente"
528,"3004 -  Crédito Adicional Especial -942,22 - semads"
529,"3011 -  Crédito Adicional Especial -10.210.765,59 - saúde"
530,"3000 -  Crédito Adicional Especial - 512,73 - semads"
531,"3007 -  Crédito Adicional Especial -69.526,96 - semads"
532,333 - Cria cargo - Vice Diretor e Coordenador Pedagógico
533,332 - Alteração da Lei Complementar 251 - FG Chefe
534,2986 - CÂMARA
535,2993 - CÂMARA
536,2982 - CÂMARA
537,2989 - CÂMARA
538,2985 - CÂMARA
539,2992 - CÂMARA
540,2988 - CÂMARA
541,2995 - CÂMARA
542,2984 - CÂMARA
543,2991 - CÂMARA
544,2987 - CÂMARA
545,2994 - CÂMARA
546,2983 - CÂMARA
547,2990 - CÂMARA
548,2968 - CAMARA
549,2975 - CÂMARA
550,2971 - CÂMARA
551,2978 - CÂMARA
552,2974 - CÂMARA
553,2981 - CÂMARA
554,2970 - CÂMARA
555,2977 - CÂMARA
556,2973 - CÂMARA
557,2980 - CÂMARA
558,2969 - CÂMARA
559,2976 - CÂMARA
560,2972 - CÂMARA
561,2979 - CÂMARA
562,"331 - Novo valor Vale Alimentação - 600,00"
563,2966 - Direito Real de uso de terras à ACSPMESP
564,Lei 2964
565,2967 - Altera a Lei 2767.2022 ANCR
566,Lei 2965
567,Lei 2963
568,2956 - Autoriza a concessão de direito real de uso de bem imovel - Mikirela
569,2959 - CAMARA
570,2962 - CAMARA
571,2958 - CAMARA
572,2961 - CAMARA
573,2957 - CAMARA
574,"2954 - Crédito adicional suplementar  16.412,24 - planejamento"
575,2960 - CAMARA
576,327 - Alteração da Lei Complementar 298 de 2022 - função gratificada Controlador Adjunto
577,330 - Criação do cargo de Psicologo Escolar e Assistente Social Escolar
578,329 - Alteração da Lei Complementar 251 de 2020 -  função gratificada chefe de departamento
579,328 - Alteração da Lei Complementar 245 de 2019  e 289 de  2022- função gratificada auxiliar de procuradoria
580,2955 - Revogação do inc V do art 104 da Lei 315 1995 - licença premio
581,2948 - Mesa Diretora -  Altera o quadro III Das Funções Especiais da Lei 1812
582,2953 - CAMARA
583,2948 - Institui o Plano Diretor do Turismo
584,2952 - CAMARA
585,2947 -  Estima a receita e fixa a despesa do municipio em 2024
586,2951 - CAMARA
587,325 - Altera a LC 213 de 2016 - 160 metros
588,2949 - Ratifica o protocolo de intenções e autoriza o ingresso no Consorcio Polo Cuesta
589,2950 - CÂMARA
590,"2945 -  Crédito Adicional Especial - 19.459,63 semads"
591,"2946 -  Crédito Adicional Especial - 10.431,33 semads"
592,2944 - CAMARA - Programa cidade amiga do idoso
593,2943 - CAMARA - implementação do sistema ABA para crianças com TEA
594,"2942 -  Crédito Adicional Especial - 392.005,54 - Educação"
595,"2941 -  Crédito Adicional Suplementar - 43.416,55 - planejamento"
596,2940 - Institui o Programa Mulher Empreendedora e o Projeto Lidera Mulher
597,2936 - CAMARA - Programa Violencia Zero nas Escolas
598,2932 - CAMARA - Substituição dos sinais sonoros - TEA
599,2939 - CAMARA - areas escolares de segurança
600,2935 - CAMARA - Junho Laranja  - Leucemia
601,2931 - CAMARA - Campanha Ponto Violeta
602,2938 - CAMARA - Programa Vencendo Barreirias
603,2934 - CAMARA - Pagamento de boleto iptu em braile
604,2937 - CAMARA - Programa Aluno Nota Dez
605,2933 - CAMARA - Campanha Agosto Laranja - Esclerose Multipla
606,"2930 -  Dispõe sobre alteração do art 4º da lei 1647 - autoriza 170.000,00 esporte"
607,"324 - Criação de cargo de PEB I, alterando anexo I da LC 216 de 2016"
608,"2929 -  Crédito Adicional Especial - 669.501,50 - saude"
609,"2928 -  Crédito Adicional Especial - 128.627,96 - saude"
610,2925 - Câmara - Proibição de uso floreiras de plasticos nas dependencias do cemitério
611,2924 - Câmara - Programa Henry Borel
612,2927 - Câmara - Alteração do art 1º da Lei 2663
613,2923 - Câmara - Instalação do Botão do Pânico nas escolas publicas
614,2926 - Câmara - divulgação de informações de recursos derivados de multas
615,"2922-  Crédito Adicional Suplementar - 34.944,86 - planejamento"
616,"2921-  Crédito Adicional Suplementar - 5.999,12 - planejamento"
617,2920 - CAMARA  revogação da lei 2777 de 2022 - Programa Legislativo Jovem Profissional
618,323 - Criação de cargo de Assistente Técnico em Psicopedagogia
619,2919 - CAMARA - Institui núcleos permanentes de mediação de conflito escolar e social
620,2919 - Institui núcleos permanentes de mediação de conflito escolar e social
621,"2918 -  Crédito Adicional Especial - 1.212,00 - semads"
622,2915 - CAMARA
623,2914 - CAMARA
624,2917 - CAMARA
625,2913 - CAMARA
626,2916 - CAMARA
627,"2912 - Autoriza concessão de complemento da diferença remuneratorio - Enfermeiros, Tecnicos em enfermagem e auxiliares de enfermagem"
628,322 - Criação de cargo de Técnico em Telecomunicações
629,"2911 -  Crédito Adicional Especial - 24.183,29 - planejamento e obras"
630,"2910 -  Crédito Adicional Especial - 1.393,29 - planejamento e obras"
631,2909 - Revogação da Lei 2523 - Folga de aniversário
632,2908 - Adiantamento para realização dos 85º jogos abertos  do estado de sp - sede são josé rio preto 2023
633,321 - Alteração do quadro de função gratificada - semads
634,"2907 - Crédito adicional especial - turismo - 47.000,00"
635,2906 - inclui área no perímetro urbano - 68 alqueires - Fazenda Onça
636,"2904 - Crédito adicional especial - cultura - 785.356,78"
637,"2905 - Crédito adicional especial - sec mulher - 100.000,00"
638,2903 - CAMARA
639,2899 - CAMARA
640,2902 - CAMARA
641,2898 - CAMARA
642,2901 - CAMARA
643,2900 - CAMARA
644,"2897 - Crédito adicional especial - saúde - 79.123,32"
645,2895 - CAMARA
646,2894 - CAMARA
647,2893 - CAMARA
648,2896 - CAMARA
649,"2891 - Crédito adicional especial - semads - 243,16"
650,2890 - Crédito adicional especial - educação - 31.761.60
651,2889 - Adiatamento de recursos financeiros destinados a realização da 40ª FAMPOP
652,"2892 - Crédito adicional suplementar - educaçao - 1.420.525,00"
653,"2888 - Crédito adicional especial - Educação - 75.918,00 l"
654,"2887 - Crédito adicional suplementar - Diversas Secretarias - 11.154.900,00 - Progressão"
655,2885 - Câmara - Obrigação de divulgação dos nomes de médicos que estão em horário de atendimento nas unidades de saúde do mun
656,2884 - Câmara - Dispõe sobre reconhecimento do direito da pessoa com transtorno de espectro autista - TEA
657,2886 - Câmara - Estabelece validade indeterminada ao Laudo Médico Pericial que ateste o Transtorno do Escpectro Autista - TEA
658,2883 - Revisão Geral Anual e Reajuste Salarial - FREA
659,"2882 - Crédito Adicional especial  - 376.107,78 - Transp e serviços"
660,"2881 - Crédito Adicional suplementar - 700.000,00 - Plan e Obras"
661,320 - Alteração Progressão
662,"2878 - Crédito Adicional Especial - 38.289,70 - Serviços"
663,2877 - Dispõe sobre o procedimento para instalação de infraestrutura de suporte para estação transmissora de Radiocomunicação - ETR
664,"2880 - Crédito Adicional Especial - 1.029.097,85 - Semads"
665,"2879 - Crédito Adicional Especial - 344.128,65 - Serviços"
666,319 - Criação de cargo de Neuropsicólogo
667,315 - Criação de cargo de tecnico em enfermagem do trabalho
668,318 - Criação de cargo de Farmaceutico
669,314 - Alteração do anexo I quadro de pessoal permanente - cria cargo de tecnico em enfermagem
670,317 - Criação de cargo de provimento efetivo na modalidade de educaçao bilingue de surdos - Libras
671,2876 - Alteração do art. 1º da Lei 1824 - COMSEA - Conselho Municipal de Segurança Alimentar e Nutricional
672,316 - Criação de cargo de profissional de apoio escolar
673,"2875 - Crédito adicional suplementar - educação - 1.798.857,27"
674,"2871 - Crédito adicional suplementar - educação - 1.343.809,38"
675,"2874 - Crédito adicional especial - semads - 150.000,00"
676,"2870 - Crédito adicional especial - saúde - 22.971,29"
677,"2873 - Crédito adicional especial - semads - 150.000,00"
678,"2869 - Crédito adicional especial - saúde - 200.000,00"
679,313 - Dispõe sobre a criação da Gratificação por exercício de Responsabilidade Tecnica GRT - cargo contador
680,"2872 - Crédito adicional especial - semads - 50.000,00"
681,"2868 - Crédito adicional especial - semads - 50.000,00"
682,2867 - LDO 2024
683,"2863 - CRED.ADICIONAL ESPECIAL ANULAÇÃO FES-PAB - Saúde - 183.584,00"
684,2864 - EXCESSO ARREC.(SAUDE)-EMENDA INDIVIDUAL
685,2865 - SUPERAVIT FINANC. DEVOLUÇÃO TRANSP.ESTADUAL - EDUCAÇÃO
686,2866 -  SUPERAVIT FINANC. DEVOLUÇÃO DSE MERENDA - EDUCAÇÃO
687,2862 - Dispõe sobre alterações do inciso I e II do art. 1º - Atividade Delegada
688,2861 - Campanha Check up geral nas mulheres
689,2858 - Autoriza as instituições de ensino a contratarem profissionais de segurança especializados
690,312 - Institui o Programa de Recuperação Fiscal - REFIS
691,2857 - Proíbe e criminaliza a promoção de estimulo pornográfico nas escolas municipais
692,"2860 - Crédito Adicional Especial - SEMADS - 30.169,65"
693,"2859 - Crédito Adicional Especial - SEMADS - 27.940,97"
694,"2856 - Crédito Adicional Especial - Saúde - 7.950,24"
695,2855 - 65º Jogos Regionais do Estado de São de 2023
696,"2854 - Crédito Adicional suplementar - educação - 2.606.511,48"
697,"2853 - Crédito Adicional Especial - turismo - 100.000,00"
698,"2852 - Crédito Adicional Especial - Meio Ambiente - 327.980,72"
699,2851 - Revogação da Lei 2510 - capina quimica
700,311 - Criação de cargo de Terapeuta Ocupacional
701,"2848 - Crédito Adicional Especial - Educação - 328.192,68"
702,"2849 - Crédito Adicional Especial -saude - 1.413.114,16"
703,"2846 - Crédito Adicional Especial - Saúde - 2.850,80"
704,2850 - Concessão da GES - gratificação espcial de serviço para atuação na Ação do Cadastro Único
705,"2847 - Crédito Adicional Especial - Saúde - 401.668,88"
706,310 - Revoga Lei Complementar 249 de 2019 - gratificaçao por desempenho Lei Delegada
707,2843 - Criação da Comissão Permanente para Equipe de Apoio das Licitações
708,2845 - Nova redação e inclusão de dispositivo da Lei Municipal 315 de 1995 estatuto
709,"2844 - Crédito Adicional Especial - Agricultura - 30.897,66"
710,"2842 - Crédito Adicional Especial - saúde - 951.335,30"
711,2843 - Criação da Comissão Permanente para Equipe de Apoio das Licitações
712,"2841 - Crédito Adicional Especial - FUNDEB - 397,73"
713,2840 - Câmara - Divulgação da lista de espera para vagas nas escolas municipais
714,308 - Alteração da Lei Complementar 213 de 2016 - Plano Diretor ZM 1 e  ZM2
715,309 - Alteração da Lei Complementar 213 de 2016 - Plano Diretor ZM 3
716,2839 -Inclui área no Perímetro Urbano do Municipio - Fazenda Primavera
717,2837 - Regulamenta Lei Federal 14285 - parcelamento do solo urbano
718,"2836 - Crédito Adicional Especial - educação - 78.070,90"
719,2838 - Cria Gratificação por Desempenho de Atividade Delegada
720,2835 - Alteração do art 11 da LC 298 2022 - designação função gratificada
721,"2834 -Crédito Adicional Especial - 350.392,26 - saúde"
722,307 - Alteração do salário do emprego público de Servente de Limpeza PSF
723,2833 - Alteração do art. 2º da Lei 2532 - concessão empresa Cléia Dalva Pereira Balera-ME
724,306 - Criação de cargo de psicologo e assistente social
725,2829 - Reconhece os rodeios como patrimonio cultural
726,"2830 - Crédito Adicional Especial - planejamento - 743.792,60"
727,305 - alteração do inc I e II do art 8º da LC 260 - cria cmpd
728,"2832 - Crédito Adicional Especial - transportes - 225.264,41"
729,"2831 - Crédito Adicional Especial - saude - 487.080,54"
730,"2819 - Crédito Adicional Especial - semads - 13.602,05"
731,"2826 - Crédito Adicional Especial - transp - 596.841,77"
732,"2815 - Crédito Adicional Especial - 468.483,36"
733,"2822 - Crédito Adicional Especial - semads - 3.251,81"
734,"2811 - Crédito Adicional Especial - semads - 43.744,75"
735,"2818 - Crédito Adicional Especial -52.780,50"
736,"2825 - Crédito Adicional Especial - semads - 56.616,86"
737,2814 - Alteração do inciso I art 2º da Lei 674 2004 - Vila
738,"2821 - Crédito Adicional Especial - semads - 1.288,47"
739,"2828 - Crédito Adicional Especial - saude - 397.860,55"
740,"2810 - Crédito Adicional Especial - semads - 356.726,15"
741,"2817 - Crédito Adicional Especial - 65.919,27"
742,"2824 - Crédito Adicional Especial - semads - 15.734,08"
743,2813 - Autoriza efetuar desafetação e doação - CERIPA
744,"2820 - Crédito Adicional Especial - semads - 6.980,51"
745,"2827 - Crédito Adicional Especial - educ - 476.510,22"
746,"2816 - Crédito Adicional Especial - 133.332,40"
747,"2823 - Crédito Adicional Especial - semads - 500,01"
748,"2812 - Crédito Adicional Especial - semads - 32.923,87"
749,"2808 - Crédito Adicional Especial - fumboar - 3.032.164,78"
750,"2807 - Crédito Adicional Especial - plan. - 1.526,30"
751,"2809 - Crédito Adicional Especial - semads - 3.272,41"
752,"2805 - Crédito Adicional Especial - 300.000,00"
753,"2804 - Crédito Adicional Especial - 20.835,35"
754,304 - alteração da LC 245 de 2019 - cra FG Licitação
755,"2806 - Crédito Adicional Especial - 150.000,00"
756,302 - criação e extinção de cargos Monitor etc
757,"303 - alteração da referencia dos cargos de guarda civil, lavaderia, servente e zelador de 02 para 03, e alteração de auxiliar de SAMU"
758,"2803 - Crédito Adicional Especial - 2.033.613,26 - saude"
759,"2802 - Crédito Adicional Especial - 4.558.016,07 - saude"
760,"2797 - Crédito Adicional Especial - 3.999.689,99 - semads"
761,2800 - Crédito Adicional Especial - 855.23 - semads
762,"2796 - Crédito Adicional Especial - 153.454,95 - educação"
763,"2799 - Crédito Adicional Especial - 465,40 - semads"
764,"2795 - Crédito Adicional Especial - 268.056,60 - SEMADS"
765,"2798 - Crédito Adicional Especial - 12.753,68 - semads"
766,"2801 - Crédito Adicional Especial - 1.818.231,33 - educação"
767,301 - Alteração da LC 276
768,300 - Alteração do anexo II da LC 96 2009 - cargo procurador
769,2794 - Revogação da Lei 33 de 2021 - Av Mario Covas
770,"2792 - Crédito Adicional Espsecial 3.000.000,00 - Planejamento"
771,"2793 - Crédito Adicional Espsecial 2.447.702,81 - Meio Ambiente"
772,2791 - Estabelece o índice para revisão e reajuste da remuneraçao dos servidores da Câmara
773,299 -Novo valor Vale Alimentação
774,298 - Reorganiza o Sistema de Controle Interno da Admção
775,2778 - Institui e estabelece diretrizes para Politica Municipal de Erradicação da Fome e de Promoção da Função Social dos Alimentos - PMEFSA
776,"2781 - Crédito Adicional Especial-saude - 19.761,60"
777,"2784 - Crédito Adicional Suplementar -transporte- 35.000,00"
778,"2780 - Crédito Adicional Suplementar -saude - 713.408,96"
779,"2787 - Crédito Adicional Suplementar - esporte - 9.000,00"
780,"2783 - Crédito Adicional Suplementar - 170.000,00"
781,"2779 - Crédito Adicional Suplementar - Planejamento - 268.723,84"
782,2786 - Autoriza o pagamento de premiações aos vencedores do campeonato SEMEL 2022
783,"2782 - Crédito Adicional Especial -1.826.360,70"
784,"2785 - Crédito Adicional Especial -planejamento - 1.048,39"
785,2777 - Dispõe sobre o Programa Legislativo Jovem Profissional
786,2772 - Estima a receita e fixa despesa do municipio exercício 2023
787,"297 - Criação, alteração da estrutura admva e nomenclatura das Secretarias Municipais"
788,2774 - Autoriza doação de bem imóvel ABOVA
789,2773 - Inclui área no perímetro urbano Fazenda Paraíso
790,2771 - Câmara - Institui meia entrada para profesores em eventos culturais
791,"2776 -Crédito Adicional Suplementar - saúde - 600.000,00"
792,"2775 -Crédito Adicional Especial - educação - 140.051,41"
793,2766 -Institui a politica municipal de combate ao assédio moral
794,"2769 - Crédito Adicional Especial - Semads - 1.287,55"
795,2765 - Regularização da pesca do tucunaré amarelo e azul na represa jurumirim
796,2768 - Autoriza o poder executivo conceder o direito real de uso a Fundação Lanhoso
797,2767 - Autoriza o poder executivo firmar parceria com a Assciação do Cavalo de Rédeas - ANCR
798,"2770 - Crédito Adicional Especial - Saúde - 4.525,60"
799,"2764 -Crédito Adicional Suplementar - Orçamentos Municipalidade - R$ 2.531.820,00"
800,2763 -Institui o Programa Rua do Lazer
801,"2759 - Crédito adicional especial - saúde - 12.888,00"
802,2762 - Autoriza alienação de bem objeto da matricula 48549 chacara pratania para programa habitacional
803,296 - Alteração do §2º do art 9º da LC 216 de 2016 - Zona Rural
804,2761 - Autoriza firmar convênio com o DER SP
805,"2760 - Crédito adicional suplementar - educação - 2.374.000,00"
806,2758 - Câmara - dispõe sobre o recolhimento de cachorras no cio
807,2757 - Câmara - cria o programa de doaçoes de sobra de materiais de construções
808,2756 - Câmara - Institui o uso do cordão de girassol para identificação de pessoas com deficiencia e ou transtornos ocultos
809,2751 - Autoriza a desafetar e efetuar a concessão de direito real de uso  da área de José Eduardo Alves
810,2750 - Autoriza a doação de terra aos munícipes de baixa renda
811,"2749 - Crédito Adicional Especial - SEMADS - 50.000,00"
812,2748 - Autorização para inserção da Semana da Pesca no dia do Trabalhador e Semana Santa
813,2745 - Revoga Lei 677 2000 - doa C. Ferreira da Silva Filho ME
814,"2746 - Crédito Adicional Especial - Planejamento - 2.669,12"
815,"2747 - Crédito Adicional Especial - Planejamento - 18.711,56"
816,2737 - revoga da Lei 2065 de 2016
817,2743 - Desafeta imóvel matricula 85393 - Parque Santa Elizabeth IV
818,"2739 -  Crédito Adicional Suplementar - Sec Adm - 23.521.000,00"
819,2742 - Autoriza a desembolsar valores para custeio da delegação do 84º Jogos Aberto do Interior Horacio Baby Barioni
820,"2741 -Crédito Adicional Especial - SEMADS - 80.000,00"
821,2744 - Altera Lei 2641 2022 - Zeis com 4 pavimentos
822,"2740 -Crédito Adicional Suplementar - FUNDEB - 9.941.784,13"
823,2735 - Autoriza conceder subsídio tarifário à concessionária de serviço de transporte coletivo urbano de passageiros
824,2738 - inclui área no perímetro urbano do municipio - Sítio Santa Barbara
825,2736 - Altera art. 5º da Lei 2480 de 2021
826,295 - Autoriza consignar a extinção da AMVAVE
827,2734 - Autoriza doação de área à CERIPA
828,294 - Acréscimo do art 5º na LC 293
829,"2733 - Crédito Adicional Especial - AVAREPREV - 50.000,00"
830,2732 - Altera art. 2º da Lei 2152 de 2017 - corrida de rua - 30 dias
831,"2730 - Crédito Adicional Especial - SEMADS - 33.422,32"
832,"2729 - Crédito Adicional Especial - SEMADS - 29.921,60"
833,"2728 - Crédito Adicional Suplementar - Saúde - 1.122.952,00"
834,"2731 - Crédito Adicional Especial - planejamento - 100.000,00"
835,2727 - Regularização de construções
836,2721 - Institui vale-transporte - AVAREPREV
837,2725 - Altera Lei 2698 2022 - Abono de Natal Câmara
838,2724 - Autoriza adiantamento para realização da FAMPOP
839,2723 - Construção de fossas sépticas biodigestoras em loteamentos do municipio
840,2722 - Autoriza concessão de bem imóvel - SOUPLELISS COSMÉTICOS LTDA
841,"2726 - Crédito Adicional Suplementar - Planejamento - R$ 1.200.000,00"
842,293 - Alteração do anexo III  da LC 126 2010 - Cria cargos em comissão - Secretario Adjunto
843,2720 - Institui vale-alimentação - AVAREPREV
844,"2719 - Crédito Adicional Especial - Planejamento - 610.578,37"
845,"2718 - Crédito Adicional sUPLEMENTAR - SAÚDE - 834.000,00"
846,"2717 - Crédito Adicional Especial - SEMADS - 100.000,00"
847,2713 - Revoga lei 145 2001 - concessão de uso - núcle da castelo  cavalo manga larga
848,2709 - Implantação da inclusão da Língua Brasileira de Sinais - LIBRAS
849,"2716 - Alteração do art 4º da Lei 1647 2013 - importancia de 150.000,00 - esporte"
850,2712 - Autorização para alienar por venda terrenos de prop do municipio - Residencial Village
851,2715 - regulamentação do controle de acesso nos loteamentos
852,2711 - Altera art 5º da Lei 379 2002 - Caderneta de Visista à Obra
853,2714 - altera artigos da Lei 2290 2019 - regulamenta praticas esportivas recreativas e culturais equestres
854,2710 - Cria Pipódromo
855,285 - Altera Anexo I - Quadro de Pessoal Permanente da LC 126 2010 - Tecnico de Enfermagem
856,292 - Alteração do anexo III - Cria cargos em comissão
857,"2706 - Crédito Adicional Suplementar -SEMADS - 150.000,00"
858,288 - Alteração do anexo II - Quadro de FG - LC 251 2020 - Agente de Apoio - Abordagem Social
859,"2702 - Crédito Adicional Especial - Saúde - 53.987,34"
860,291 - Alteração do anexo III Cargos em Comissão - extinção de cargos em comissão
861,"2705 - Crédito Adicional Especial -SEMADS - 150.000,00"
862,287 - Alteração do anexo I - Quadro de Pessoal Permanente - Nivel Tecnico e Superior - Cria e extingue
863,"2701 - Crédito Adicional Especial - Saúde - 1.901.919,00"
864,"2708 - Crédito Adicional Especial - Educação - 2.718.974,88"
865,290 - Alteração sobre alteração do anexo III Cargos em Comissão - Coord. Tecnico Admvo da Divisão de Exped e Açoes Integradas da Sec de Gabinete
866,"2704 - Crédito Adicional Especial -SEMADS - 100.000,00"
867,286 - Regulamenta a fixação do piso salarial de Agente Comunitário da Saúde
868,"2700 - Crédito Adicional Suplementar - Saúde - 22.500,00"
869,"2707 - Crédito Adicional Especial -Saúde - 900.000,00"
870,289 - Alteração sobre alteração da Lei Complementar 245 - Agente de Contratação
871,"2703 - Crédito Adicional Especial -SEMADS - 74.420,00"
872,2699 - Altera a Lei nº 2670 2022 - isenção
873,2695 - Dispõe sobre a forma de instituição do calendário oficial do municipio
874,2698 - Altera a Lei nº 2601 2022 - abono de natal Camara
875,"2697 - crédito adicional especial - semads - 75.000,00"
876,"2696 - crédito adicional especial - semads - 175.000,00"
877,"2694 - Crédito Adicional Especial - semads - 100.000,00"
878,"2693 - Crédito Adicional Especial - semads - 50.000,00"
879,2692 - Classifica a Visão Monocular com Deficiencia Visual
880,2688 - Institiui e autoriza a concessão de serviço de guincho
881,2691 - Institui a Campanha Março Roxo
882,2690 - Institui no Calendário Oficial do Municipio o Dia de Conscientização da Violencia contra pessoa idosa
883,2689 - inclui no calendario oficial do municipio a Semana de Incentivo à Pratica de Atividades Fisicas e do Profissional de Ed Física
884,2681 - Dispõe implantação do programa Avaré cidade limpa - quem ama cuida
885,2683 - Dispõe sobre inclusão no calendário oficial de eventos a Semana de Conscientização e Combate ao Trabalho Infantil
886,2682 - Dispõe instalação de brinquedos adaptados e equipamentos p pessoas com mobilidade reduzida
887,2684 - Câmara - dispõe sobre proibição da suspensão de agua e energia eletrica em finais de semana e vespera de feriados
888,2687 - Câmara - Altera o art 4º da lei 1338 2010 - Dia da conscientização da importancia da atualização da caderneta de vacinação
889,2686 - Câmara - altera o art 4º da Lei 1338 2010 Dia de Combate à Discriminação Racial 21 de março
890,2685 - Câmara - Direito das maes amamentarem os seus filhos durante realização de concursos publicos
891,2680 - Dispõe sobre Diretrizes Orçamentárias do municipio
892,284 - Dispoe sobe alteração do anexo I da LC 216 - Função de Confiança educação
893,"2679 - CREDITO ADICIONAL ESPECIAL ANULAÇÃO_ COMPENSAÇÃO FINANCEIRA REC. HIDRICOS_R$ 650.000,00"
894,"2675 - crédito adicional especial  - educação - 39.910,40"
895,"2671 - crédito adicional especial  - semads - 500.000,00"
